distinction_rank	feature_id	consistent_distinction_flag	handled_control_count	handled_controls_observed	handled_controls_with_presence_shift	handled_controls_with_large_abs_delta	family_count_with_any_row	family_count_with_presence_shift	families_observed	position_count_with_any_row	position_count_with_presence_shift	positions_observed	comparison_rows	mean_abs_delta	max_abs_delta	mean_signed_delta	presence_shift_count	ascii_only_count	perturbation_only_count	both_present_count	large_abs_delta_count
811	24141	0	1	s_to_ş	1	1	3	3	original_hum,removed_sentence_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_10	3	0.1761565804481506	0.2373376339673996	0.1761565804481506	3	0	3	0	3
812	24205	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_5	1	0.184186965227127	0.184186965227127	0.184186965227127	1	0	1	0	1
813	24235	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.3121042251586914	0.3121042251586914	-0.3121042251586914	2	2	0	0	2
814	24237	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_2	1	0.1658114492893219	0.1658114492893219	0.1658114492893219	1	0	1	0	1
815	24240	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	1	0.1523953229188919	0.1523953229188919	0.1523953229188919	1	0	1	0	1
816	24305	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_2	1	0.4744499921798706	0.4744499921798706	0.4744499921798706	1	0	1	0	1
817	24339	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.22155110041300455	0.236138254404068	-0.22155110041300455	6	6	0	0	6
818	24407	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.13619348406791684	0.1393570303916931	0.13619348406791684	2	0	2	0	2
819	24463	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.1444941163063049	0.1489801108837127	0.1444941163063049	2	0	2	0	2
820	24575	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2334320545196533	0.2334320545196533	0.2334320545196533	1	0	1	0	1
821	24589	1	2	e_to_ē,s_to_ş	2	2	2	2	removed_sentence_hum,yes_no_hum	1	1	final_prompt_token_minus_10	3	0.2041514813899993	0.2315665483474731	-0.10460391640663147	3	2	1	0	3
822	24636	0	1	s_to_ş	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_1	1	0.1588750779628753	0.1588750779628753	0.1588750779628753	1	0	1	0	1
823	24678	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	2	0.2186594307422638	0.2186594307422638	-0.2186594307422638	2	2	0	0	2
824	24695	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_5	1	0.191197782754898	0.191197782754898	0.191197782754898	1	0	1	0	1
825	24696	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1790540516376495	0.1790540516376495	0.1790540516376495	1	0	1	0	1
826	24748	0	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.2056252509355545	0.2423989474773407	0.2056252509355545	2	0	2	0	2
827	24803	1	2	e_to_ē,s_to_ş	2	2	3	2	original_hum,removed_sentence_hum,yes_no_hum	2	1	final_prompt_token_minus_2,final_prompt_token_minus_5	6	0.13577038546403244	0.1616097092628479	-0.13577038546403244	4	4	0	2	4
828	24825	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	4	0.23669055849313733	0.3761107623577118	0.23669055849313733	4	0	4	0	4
829	24831	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_2	1	0.1385692656040191	0.1385692656040191	0.1385692656040191	1	0	1	0	1
830	24878	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	2	0.1890635937452316	0.1997052431106567	0.1890635937452316	2	0	2	0	2
831	24893	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	3	0.14932679136594132	0.1666511297225952	0.14932679136594132	3	0	3	0	3
832	24907	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	1	0.2433154284954071	0.2433154284954071	0.2433154284954071	1	0	1	0	1
833	24913	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token	1	0.1830784827470779	0.1830784827470779	0.1830784827470779	1	0	1	0	1
834	24940	0	2	e_to_ē,s_to_ş	0	0	1	0	yes_no_hum	1	0	final_prompt_token_minus_1	2	0.0137550383806228	0.0163739025592803	0.0137550383806228	0	0	0	2	0
835	24977	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	3	0.1586346328258514	0.1634359806776046	0.1586346328258514	3	0	3	0	3
836	24999	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_5	2	0.2350781410932541	0.2350781410932541	-0.2350781410932541	2	2	0	0	2
837	25001	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token,final_prompt_token_minus_1	12	0.19389198720455167	0.2761857211589813	-0.19389198720455167	7	7	0	5	9
838	25005	0	1	e_to_ē	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_5	1	0.1652004122734069	0.1652004122734069	0.1652004122734069	1	0	1	0	1
839	25046	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	4	0.1997914761304855	0.2804626822471618	0.0595601350069046	3	1	2	1	4
840	25077	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	15	0.20749181906382239	0.2692285180091858	-0.015809603532155346	15	8	7	0	15
841	25120	0	1	s_to_ş	1	1	2	2	just_check_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	2	0.1635603383183479	0.1700608134269714	0.1635603383183479	2	0	2	0	2
842	25141	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	6	0.44178398450215656	0.5885830521583557	0.44178398450215656	6	0	6	0	6
843	25202	0	1	s_to_ş	1	1	1	1	paraphrase_hum	2	2	final_prompt_token,final_prompt_token_minus_5	2	0.1512183248996734	0.165725365281105	0.1512183248996734	2	0	2	0	2
844	25228	0	2	e_to_ē,s_to_ş	2	2	1	1	original_hum	1	1	final_prompt_token_minus_5	2	0.1547813415527343	0.1547813415527343	-0.1547813415527343	2	2	0	0	2
845	25325	0	1	e_to_ē	1	1	3	3	just_check_hum,paraphrase_hum,yes_no_hum	1	1	final_prompt_token	3	0.16262937088807425	0.1705068051815033	0.16262937088807425	3	0	3	0	3
846	25341	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	4	0.28139983117580414	0.3014246225357055	-0.28139983117580414	4	4	0	0	4
847	25351	0	2	e_to_ē,s_to_ş	2	2	3	2	paraphrase_hum,removed_sentence_hum,yes_no_hum	1	1	final_prompt_token	6	0.07920942952235535	0.2130329459905624	-0.05240305513143539	2	2	0	4	2
848	25377	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	14	0.151287236383983	0.2004212141036987	0.10847401193210053	12	2	10	2	12
849	25398	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.3886656165122986	0.3994072675704956	-0.13720868031183878	6	4	2	0	6
850	25421	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	4	0.2403663396835327	0.2616459131240845	-0.2403663396835327	4	4	0	0	4
851	25429	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	3	0.638422966003418	0.6509410738945007	0.638422966003418	3	0	3	0	3
852	25491	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	5	0.16529028117656708	0.2033718377351761	0.16529028117656708	5	0	5	0	5
853	25494	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	3	0.16518236200014746	0.1730082035064697	0.16518236200014746	3	0	3	0	3
854	25517	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	1	0.1791479438543319	0.1791479438543319	0.1791479438543319	1	0	1	0	1
855	25520	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	1.1458947658538818	1.1458947658538818	-1.1458947658538818	2	2	0	0	2
856	25575	0	2	e_to_ē,s_to_ş	0	0	2	0	original_hum,removed_sentence_hum	1	0	final_prompt_token	4	0.027957525104284224	0.0479259938001632	-0.027957525104284224	0	0	0	4	0
857	25601	1	2	e_to_ē,s_to_ş	2	2	3	3	original_hum,removed_sentence_hum,yes_no_hum	1	1	final_prompt_token_minus_5	4	0.17506837099790568	0.1792399436235427	0.00018963962793347444	4	2	2	0	4
858	25631	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1779419630765915	0.1779419630765915	0.1779419630765915	1	0	1	0	1
859	25632	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_2	2	0.1873597502708435	0.1873597502708435	-0.1873597502708435	2	2	0	0	2
860	25721	0	2	e_to_ē,s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token	2	0.08532381057739255	0.1564012467861175	-0.07107743620872495	1	1	0	1	1
861	25951	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.170473575592041	0.170473575592041	-0.170473575592041	2	2	0	0	2
862	25960	1	2	e_to_ē,s_to_ş	2	2	4	3	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	2	final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	6	0.21781277656555173	0.3926085829734802	0.21444941560427347	4	0	4	2	4
863	26037	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.5018044114112854	0.5704129338264465	-0.19710296392440796	6	4	2	0	6
864	26056	0	2	e_to_ē,s_to_ş	0	0	1	0	paraphrase_hum	2	0	final_prompt_token,final_prompt_token_minus_1	4	0.0395358577370643	0.0818457901477813	-0.028757877647876698	0	0	0	4	0
865	26093	0	1	s_to_ş	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_2	1	0.2521951198577881	0.2521951198577881	0.2521951198577881	1	0	1	0	1
866	26136	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	2	0.2151528596878051	0.2151528596878051	-0.2151528596878051	2	2	0	0	2
867	26154	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token	2	0.1912494599819183	0.1912494599819183	-0.1912494599819183	2	2	0	0	2
868	26216	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	4	0.22806285321712488	0.2342680841684341	-0.22806285321712488	4	4	0	0	4
869	26259	1	2	e_to_ē,s_to_ş	2	2	3	2	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	5	0.35284697711467744	0.3966257572174072	-0.26224739849567413	3	2	1	2	5
870	26262	0	2	e_to_ē,s_to_ş	2	2	1	1	original_hum	1	1	final_prompt_token_minus_1	2	0.1670724153518676	0.1670724153518676	-0.1670724153518676	2	2	0	0	2
871	26273	0	2	e_to_ē,s_to_ş	1	1	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	3	2	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2	6	0.1970921084284782	0.3193101286888122	0.16076637556155524	4	0	4	2	4
872	26363	0	2	e_to_ē,s_to_ş	2	2	1	1	original_hum	1	1	final_prompt_token	2	0.1594351977109909	0.1594351977109909	-0.1594351977109909	2	2	0	0	2
873	26370	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	2	0.15224090218544	0.15224090218544	-0.15224090218544	2	2	0	0	2
874	26384	0	2	e_to_ē,s_to_ş	2	2	1	1	original_hum	1	1	final_prompt_token_minus_2	2	0.172907292842865	0.172907292842865	-0.172907292842865	2	2	0	0	2
875	26403	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	4	0.46581436693668365	0.4828205406665802	-0.46581436693668365	4	4	0	0	4
876	26407	1	2	e_to_ē,s_to_ş	2	2	3	2	just_check_hum,paraphrase_hum,yes_no_hum	4	4	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	14	0.21780464691775184	0.4248383045196533	-0.16817879038197653	9	9	0	5	10
877	26460	0	1	e_to_ē	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_5	1	0.1909424364566803	0.1909424364566803	0.1909424364566803	1	0	1	0	1
878	26545	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_10	3	0.16686102747917173	0.2057121694087982	0.16686102747917173	3	0	3	0	3
879	26548	0	2	e_to_ē,s_to_ş	0	0	1	0	yes_no_hum	1	0	final_prompt_token_minus_1	2	0.03681565821170805	0.0682854354381561	0.03146977722644805	0	0	0	2	0
880	26574	0	2	e_to_ē,s_to_ş	1	1	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	3	0.13879298667112983	0.2415304332971573	-0.02791637678941089	2	1	1	1	2
881	26596	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	4	0.36785581707954407	0.4923887550830841	-0.36785581707954407	4	4	0	0	4
882	26598	0	2	e_to_ē,s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	4	0.1621576994657516	0.2376518696546554	-0.1621576994657516	2	2	0	2	2
883	26625	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.23607549816370005	0.2374407351016998	0.23607549816370005	2	0	2	0	2
884	26653	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_10	1	0.2554547786712646	0.2554547786712646	0.2554547786712646	1	0	1	0	1
885	26684	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	5	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	32	0.21760191675275561	0.889609158039093	-0.16963652428239584	12	12	0	20	19
886	26723	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token_minus_1,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	12	0.20083311324318245	0.3202538192272186	-0.13013770555456475	11	9	2	1	11
887	26759	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_10	2	0.18108334392309183	0.1903838515281677	0.18108334392309183	2	0	2	0	2
888	26785	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token,final_prompt_token_minus_1	4	0.3409859612584114	0.522367537021637	-0.3409859612584114	4	4	0	0	4
889	26803	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	4	3	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	13	0.17327900460133183	0.3753166794776916	-0.07505578146531029	6	3	3	7	8
890	26833	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	4	0.21990166604518888	0.2893514633178711	0.21990166604518888	4	0	4	0	4
891	26945	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	5	0.16457146704196926	0.2108036577701568	0.16457146704196926	5	0	5	0	5
892	26954	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_2	2	0.1372693479061126	0.1372693479061126	-0.1372693479061126	2	2	0	0	2
893	26972	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	4	0.33187735080718994	0.3445281684398651	-0.33187735080718994	4	4	0	0	4
894	26998	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	1	0.1512174904346466	0.1512174904346466	0.1512174904346466	1	0	1	0	1
895	26999	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.1754059195518493	0.1754059195518493	-0.1754059195518493	2	2	0	0	2
896	27178	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.4459283053874969	0.4459283053874969	-0.4459283053874969	2	2	0	0	2
897	27223	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	1	0.2087993025779724	0.2087993025779724	0.2087993025779724	1	0	1	0	1
898	27263	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_1	4	0.15488447248935694	0.1568326652050018	-0.15488447248935694	4	4	0	0	4
899	27281	1	2	e_to_ē,s_to_ş	2	2	4	4	original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	4	4	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_2,final_prompt_token_minus_5	14	0.20093718383993417	0.3000648021697998	-0.20093718383993417	12	12	0	2	13
900	27282	0	2	e_to_ē,s_to_ş	0	0	1	0	just_check_hum	1	0	final_prompt_token_minus_5	2	0.0225759446620941	0.0388822555541992	0.0225759446620941	0	0	0	2	0
901	27311	0	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.24358000606298444	0.3294009864330292	0.24358000606298444	2	0	2	0	2
902	27324	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	2	0.1820864975452423	0.1820864975452423	-0.1820864975452423	2	2	0	0	2
903	27342	1	2	e_to_ē,s_to_ş	2	2	2	2	original_hum,removed_sentence_hum	3	2	final_prompt_token,final_prompt_token_minus_1,final_prompt_token_minus_2	12	0.16501531749963758	0.3597079813480377	-0.16501531749963758	4	4	0	8	8
904	27348	0	1	e_to_ē	1	1	3	3	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	3	0.19595044851303098	0.2234341204166412	0.19595044851303098	3	0	3	0	3
905	27364	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	1	1	final_prompt_token_minus_5	5	0.37718464732170104	0.4958597421646118	0.11324455142021177	5	2	3	0	5
906	27390	0	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	1	1	final_prompt_token_minus_10	2	0.360614538192749	0.360614538192749	-0.360614538192749	2	2	0	0	2
907	27399	1	2	e_to_ē,s_to_ş	2	2	1	1	just_check_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	3	0.18535712361335754	0.2449625730514526	0.18535712361335754	3	0	3	0	3
908	27423	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_5	3	0.2156036297480265	0.2446355372667312	0.2156036297480265	3	0	3	0	3
909	27446	1	2	e_to_ē,s_to_ş	2	2	4	4	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	8	0.37414487823843956	0.495638370513916	0.37414487823843956	8	0	8	0	8
910	27461	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	3	3	final_prompt_token_minus_1,final_prompt_token_minus_2,final_prompt_token_minus_5	11	0.2093264636668291	0.3066676259040832	-0.17959559370170933	11	10	1	0	11
911	27504	0	1	s_to_ş	1	1	1	1	paraphrase_hum	1	1	final_prompt_token_minus_1	1	0.2018024027347564	0.2018024027347564	0.2018024027347564	1	0	1	0	1
912	27511	1	2	e_to_ē,s_to_ş	2	2	2	2	paraphrase_hum,yes_no_hum	1	1	final_prompt_token_minus_1	3	0.1761054197947184	0.2005675584077835	0.1761054197947184	3	0	3	0	3
913	27541	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.3450201749801636	0.3648070693016052	0.3450201749801636	2	0	2	0	2
914	27543	0	1	s_to_ş	1	1	1	1	original_hum	1	1	final_prompt_token_minus_10	1	0.1414510458707809	0.1414510458707809	0.1414510458707809	1	0	1	0	1
915	27571	0	1	e_to_ē	1	1	1	1	just_check_hum	1	1	final_prompt_token_minus_10	1	0.1536194086074829	0.1536194086074829	0.1536194086074829	1	0	1	0	1
916	27673	0	1	s_to_ş	1	1	2	2	paraphrase_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.15511213988065714	0.1784841567277908	0.15511213988065714	2	0	2	0	2
917	27690	1	2	e_to_ē,s_to_ş	2	2	2	1	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	6	0.13626543432474136	0.2245928794145584	-0.12544792145490646	3	3	0	3	3
918	27763	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	6	0.2783639629681905	0.3246423900127411	-0.11585330963134764	6	4	2	0	6
919	27785	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	1	0.1478227078914642	0.1478227078914642	0.1478227078914642	1	0	1	0	1
920	27806	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.18016482889652252	0.2138646692037582	0.18016482889652252	2	0	2	0	2
921	27872	0	2	e_to_ē,s_to_ş	1	1	3	1	just_check_hum,original_hum,removed_sentence_hum	1	1	final_prompt_token	6	0.10129746297995246	0.1939787417650222	0.03663788239161173	1	1	0	5	2
922	27881	0	1	s_to_ş	1	1	2	2	paraphrase_hum,removed_sentence_hum	1	1	final_prompt_token_minus_10	2	0.20106971263885495	0.2358934879302978	0.20106971263885495	2	0	2	0	2
923	27911	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token	2	0.18529867380857465	0.2117799818515777	0.18529867380857465	2	0	2	0	2
924	28033	0	1	e_to_ē	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_2	2	0.1277663111686706	0.1291178166866302	0.1277663111686706	2	0	2	0	2
925	28048	0	1	e_to_ē	1	1	2	2	just_check_hum,paraphrase_hum	1	1	final_prompt_token_minus_10	2	0.2184781283140182	0.2558149099349975	0.2184781283140182	2	0	2	0	2
926	28057	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	2	0.1545178443193435	0.1591492593288421	0.1545178443193435	2	0	2	0	2
927	28078	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,paraphrase_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_2	3	0.1920486489931742	0.223933458328247	0.1920486489931742	3	0	3	0	3
928	28079	0	1	e_to_ē	1	1	2	2	paraphrase_hum,yes_no_hum	2	2	final_prompt_token_minus_2,final_prompt_token_minus_5	2	0.2606513649225235	0.2853914797306061	0.2606513649225235	2	0	2	0	2
929	28093	0	1	s_to_ş	1	1	2	2	original_hum,removed_sentence_hum	1	1	final_prompt_token_minus_5	2	0.1721573024988174	0.1783761084079742	0.1721573024988174	2	0	2	0	2
930	28170	1	2	e_to_ē,s_to_ş	2	2	2	2	just_check_hum,yes_no_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	4	0.1693569272756576	0.2482122778892517	0.023540794849395745	3	1	2	1	3
931	28190	0	2	e_to_ē,s_to_ş	2	2	1	1	paraphrase_hum	1	1	final_prompt_token_minus_5	2	0.2760817408561706	0.2760817408561706	-0.2760817408561706	2	2	0	0	2
932	28289	1	2	e_to_ē,s_to_ş	2	2	1	1	removed_sentence_hum	2	2	final_prompt_token_minus_10,final_prompt_token_minus_5	3	0.16463355223337808	0.1665143519639969	-0.05738558371861776	3	2	1	0	3
933	28370	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token	2	0.15525771677494044	0.1566905230283737	0.15525771677494044	2	0	2	0	2
934	28392	1	2	e_to_ē,s_to_ş	2	2	3	3	just_check_hum,original_hum,removed_sentence_hum	2	2	final_prompt_token_minus_1,final_prompt_token_minus_2	10	0.7453143835067749	1.7058534622192385	-0.6407426476478577	6	4	2	4	9
935	28443	0	2	e_to_ē,s_to_ş	2	2	1	1	yes_no_hum	1	1	final_prompt_token_minus_1	2	0.2132006287574768	0.2132006287574768	-0.2132006287574768	2	2	0	0	2
936	28497	0	1	s_to_ş	1	1	1	1	yes_no_hum	1	1	final_prompt_token_minus_2	1	0.1727071553468704	0.1727071553468704	0.1727071553468704	1	0	1	0	1
937	28606	0	1	e_to_ē	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token_minus_10	1	0.1767472475767135	0.1767472475767135	0.1767472475767135	1	0	1	0	1
938	28696	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	3	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_5	11	0.21007641878995023	0.3174600005149841	0.016275606372139675	10	5	5	1	10
939	28713	1	2	e_to_ē,s_to_ş	2	2	5	5	just_check_hum,original_hum,paraphrase_hum,removed_sentence_hum,yes_no_hum	3	2	final_prompt_token,final_prompt_token_minus_10,final_prompt_token_minus_5	18	0.18911564267343942	0.5081284046173096	0.04050362689627542	8	2	6	10	9
940	28724	0	2	e_to_ē,s_to_ş	1	2	1	1	paraphrase_hum	1	1	final_prompt_token	2	0.22655946761369705	0.3412105441093445	-0.22655946761369705	1	1	0	1	2
941	28768	0	1	e_to_ē	1	1	1	1	removed_sentence_hum	1	1	final_prompt_token	1	0.154231995344162	0.154231995344162	0.154231995344162	1	0	1	0	1
